decimallongitude,decimallatitude,DOI,Year,Paper_ID
-44.2297222,-23.0766667,,2013,DOS SANTOS LAH 2013 J EXP MAR BIOL ECOL
-44.2297222,-23.0766667,,2012,MOREIRA TSG 2012 J EXP MAR BIOL ECOL
-44.2355,-23.0763,,2017,BREVES A 2017 AQUAT ECOSYST HEALTH MANAG
-44.2355,-23.0763,,2016,"BREVES A, 2016, MARINE BIODIVERSITY RECORDS"
-44.2355,-23.0763,,2019,CARLOS-JUNIOR LA 2019 DIVERS DISTRIB
-44.2355,-23.0763,,2020,CARPES RM 2020 J APPL TOXICOL
-44.2355,-23.0763,,2020,CARPES RM 2020 J PHARM PHARMACOL
-44.2355,-23.0763,,2020,"CARPINELLI AN, 2020, ZOOTAXA"
-44.2355,-23.0763,,2014,"CASTELLO-BRANCO C, 2014, MARINE BIODIVERSITY RECORDS"
-44.2355,-23.0763,,2019,CREED JC 2019 BIOL INVAS
-44.2355,-23.0763,,2017,DE CARVALHO LL 2017 AQUAC RES
-44.2355,-23.0763,,2017,DE PAULA AF 2017 MAR ECOL -PROG SER
-44.2355,-23.0763,,2015,"DIAS RM, 2015, MARINE BIODIVERSITY RECORDS"
-44.2355,-23.0763,,2015,"DIAS RM, 2015, MARINE BIODIVERSITY RECORDS-a"
-44.2355,-23.0763,,2020,GORMAN D 2020 GLOB CHANG BIOL
-44.2355,-23.0763,,2012,IGNACIO BL 2012 AQUAT INVASIONS
-44.2355,-23.0763,,2015,KOUTSOUKOS VS 2015 BRAZ J OCEANOGR
-44.2355,-23.0763,,2016,LIMA EG 2016 MAR POL
-44.2355,-23.0763,,2013,LOPES PFM 2013 AMBIO
-44.2355,-23.0763,,2015,"LOPES PFM, 2015, ECOSYST SERV"
-44.2355,-23.0763,,2015,MANTELATTO MC 2015 MANAG BIOL INVASION
-44.2355,-23.0763,,2018,MANTELATTO MC 2018 MAR POLLUT BULL
-44.2355,-23.0763,,2020,MANTELATTO MC NA MAR ECOL -EVOL PERSP
-44.2355,-23.0763,,2008,NUNEZ CV 2008 BIOCHEM SYST ECOL
-44.2355,-23.0763,,2005,PAULA A F 2005 
-44.2355,-23.0763,,2016,PRIOLLI RHG 2016 SCI MAR
-44.2355,-23.0763,,2011,SILVA AG 2011 AQUAT INVASIONS
-44.2355,-23.0763,,2017,SILVANO RAM 2017 MAR POL
-44.2355,-23.0763,,2014,SKINNER LF 2014 J FORAMINIFER RES
-44.2355,-23.0763,,2015,TAMEGA FTS 2015 PHYTOTAXA
-44.2355,-23.0763,,2016,TEIXEIRA-NEVES TP 2016 MAR POLLUT BULL
-44.2355,-23.0763,,2014,TORRANO-SILVA BN 2014 PHYTOTAXA
-44.217,-23.067,http://dx.doi.org/10.1017/S0025315413001446,2014,DE PAULA AF 2014 J MAR BIOL ASSOC U K
-44.25,-23.067,http://dx.doi.org/10.1590/S1679-87592010000800007,2010,LAGES BG 2010 BRAZ J OCEANOGR
-42,-23.067,http://dx.doi.org/10.1002/jrs.3025,2012,MAIA LF 2012 J RAMAN SPECTROSC
-44.348,-23.051,http://dx.doi.org/10.1007/s12526-019-00938-y,2019,TAVARES MR 2019 MAR BIODIVERS
-43.816667,-23.05,,2009,OCCHIONI GE 2009 ZOOLOGIA
-44.5954167,-23.0454833,,2012,RIBEIRO SM 2012 J SEA RES
-43.207778,-23.038944,10.1016/j.ocecoaman.2021.105616,2021,"CREED JC, 2021, OCEAN COASTAL MANAGE"
-43.207778,-23.038944,10.1007/s11852-021-00814-7,2021,"MACHADO AA, 2021, J COAST CONSERV"
-43.208017,-23.03891,10.1016/j.rsma.2022.102245,2022,"SILVA MS, 2022, REG STUD MAR SCI"
-43.2013889,-23.0377778,,2014,BAHIA RDG 2014 PHYTOTAXA
-44.2,-23.033333,,2002,GUIMARAES RZP 2002 COPEIA
-43.2,-23.0333,,2009,CHAVES LCT 2009 J MAR BIOL ASSOC UK
-43.2,-23.033,http://dx.doi.org/10.1590/S1679-87592007000100002,2007,RANGEL CA 2007 BRAZ J OCEANOGR
-44.4016139,-23.0264306,,2010,BREVES-RAMOS A 2010 J MAR BIOL ASSOC U K
-42.3833,-23.0167,,2019,NEMES DD 2019 WATER
-42,-23.016667,,2002,GODOY EAS 2002 ICES J MAR SCI-a
-44.3,-23.016667,,2001,LAZOSKI C 2001 MAR BIOL
-42.92,-23.011,http://dx.doi.org/10.1017/S0025315415001642,2016,LEAL CV 2016 J MAR BIOL ASSOC U K
-44.318,-23.01,NA,1998,EPIFANIO RD 1998 J BRAZ CHEM SOC
-44.3633333,-23.01,,2013,MANTELATTO MC 2013 J EXP MAR BIOL ECOL
-42.006,-23.005,http://dx.doi.org/10.1371/journal.pone.0154476,2016,LOPES MS 2016 PLOS ONE
-42,-23,10.1016/j.marenvres.2021.105307,2021,"ANDERSON AB, 2021, MAR ENVIRON RES"
-44.4,-23,10.1016/j.ecss.2021.107577,2021,"CARNEIRO IM, 2021, ESTUAR COAST SHELF SCI"
-42,-23,,2009,CARVALHO-FILHO A 2009 ZOOTAXA
-42,-23,http://dx.doi.org/10.1023/A:1011609617330,2001,FERREIRA CEL 2001 ENVIRON BIOL FISHES
-44,-23,,2018,FRERET-MEURER NV 2018 J NAT HIST
-44,-23,10.1016/j.marpolbul.2020.111659,2020,"MANTELATTO MC, 2020, MAR POLLUT BULL"
-42,-23,,2008,NIENDONCA-NETO JP 2008 AN ACAD BRAS CIENC
-44,-23,,2009,OCCHIONI GE 2009 ZOOLOGIA
-44.416667,-23,,2009,TEIXEIRA TP 2009 MAR ENVIRON RES
-41.9972222,-22.9916667,,2011,"MENDES TC, 2011, MARINE BIODIVERSITY RECORDS"
-41.9833,-22.9833,,2009,CHAVES LCT 2009 J MAR BIOL ASSOC UK
-42,-22.983,http://dx.doi.org/10.1080/17451000.2012.739693,2013,CLAVICO EEG 2013 MAR BIOL RES
-44.033,-22.983,NA,1998,MAIA LF 1998 BOL SOC CHILENA QUIM
-41.983,-22.983,http://dx.doi.org/10.1017/S0025315408002695,2009,TEIXEIRA CHAVES LDC 2009 J MAR BIOL ASSOC U K
-42.024,-22.975,NA,1995,VIANNA M 1995 ARQ BIOL TECNOL
-42.014,-22.973,http://dx.doi.org/10.3391/bir.2019.8.1.07,2019,SKINNER LF 2019 BIOINVASIONS REC
-43.045,-22.972,,2016,"MANTELATTO MC, 2016, MARINE BIODIVERSITY RECORDS"
-43.045,-22.972,10.7717/peerj.11503,2021,"PEREIRA RC, 2021, PEERJ"
-42.0127417,-22.9698944,,2010,BREVES-RAMOS A 2010 J MAR BIOL ASSOC U K
-42,-22.967,,2017,ALTVATER L 2017 MANAG BIOL INVASION
-42,-22.967,10.1016/j.margeo.2020.106183,2020,"AREIAS C, 2020, MAR GEOL"
-42,-22.967,,2020,AZEVEDO GPR 2020 GENET MOL BIOL
-42,-22.967,10.5194/bg-17-5883-2020,2020,"BAHR A, 2020, BIOGEOSCIENCES"
-42,-22.967,,2009,BELDADE R 2009 MAR BIOL
-42,-22.967,,2014,BENDER MG 2014 PLOS ONE
-42,-22.967,,2019,BENEVIDES LJ 2019 J EXP MAR BIOL ECOL
-42,-22.967,,2013,CARVALHO-FILHO A 2013 NEOTROP ICHTHYOL
-42,-22.967,,2016,CASSOLA GE 2016 MAR POLLUT BULL
-42,-22.967,,2013,CAVALCANTI FF 2013 MAR ECOL -EVOL PERSP
-42,-22.967,,2017,COELHO-SOUZA SA 2017 ESTUAR COAST SHELF SCI
-42,-22.967,,2014,CORDEIRO CAMM 2014 MAR BIOL
-42,-22.967,10.3389/fmars.2020.00488,2020,"CORDEIRO CAMM, 2020, FRONT MAR SCI"
-43.033,-22.967,,2008,DE MENDONCA-NETO JP 2008 NEOTROP ICHTHYOL
-42,-22.967,,2020,DO AMARAL VS 2020 REG STUD MAR SCI
-42,-22.967,,2006,FLOETER SR 2006 BIOL CONSERV
-42,-22.967,,2018,FRERET-MEURER N 2018 ANIM BIODIVERS CONSERV
-42,-22.967,,2017,GIGLIO VJ 2017 J COAST CONSERV
-42,-22.967,,2017,GIGLIO VJ 2017 PERSPECT ECOL CONSERV
-42,-22.967,,2018,GIGLIO VJ 2018 J SUSTAIN TOUR
-42,-22.967,,2014,GIORDANO RG 2014 LAT AM J AQUAT RES
-42,-22.967,,2020,GORMAN D 2020 GLOB CHANG BIOL
-42,-22.967,,2018,GRILLO AC 2018 MAR ECOL -EVOL PERSP
-42,-22.967,,2012,IGNACIO BL 2012 AQUAT INVASIONS
-42,-22.967,,2018,LANNA E 2018 J MAR BIOL ASSOC U K
-42,-22.967,,2020,LIEDKE ANA MR 2020 
-42,-22.967,,2015,MAIA LF 2015 REV BRAS FARMACOGN -BRAZ J PHARMACOGN
-42,-22.967,,2016,MASI BP 2016 BRAZ J OCEANOGR
-42,-22.967,,2016,MASI BP 2016 COMMUNITY ECOL
-42,-22.967,10.1007/s00227-021-03856-5,2021,"MAZZEI R, 2021, MAR BIOL"
-42,-22.967,10.3354/meps13860,2021,"MELLO-FONSECA J, 2021, MAR ECOL -PROG SER"
-42,-22.967,http://dx.doi.org/10.1111/j.1095-8649.2009.02434.x,2009,MENDES TC 2009 J FISH BIOL
-42,-22.967,,2015,MENDES TC 2015 J EXP MAR BIOL ECOL
-42,-22.967,,2018,MENDES TC 2018 MAR BIOL
-42,-22.967,,2003,NEVES EG 2003 HYDROBIOLOGIA
-41,-22.967,,2015,OIGMAN SS 2015 REV BRAS FARMACOGN -BRAZ J PHARMACOGN
-42,-22.967,,2016,OLIVEIRA LIMA LF 2016 BULL MAR SCI
-42,-22.967,,2017,RIBEIRO FV 2017 PEERJ
-42.013,-22.967,http://dx.doi.org/10.1590/S1679-87592010000400006,2010,RIBEIRO SM 2010 BRAZ J OCEANOGR
-42,-22.967,,2014,ROGERS R 2014 MAR BIOL RES
-42,-22.967,,2007,SELEGHIM MIRNA H R 2007 
-42,-22.967,,2013,"SKINNER LF, 2013, MARINE BIODIVERSITY RECORDS"
-42,-22.967,,2016,SPOTORNO-OLIVEIRA P 2016 MAR GEOL
-42,-22.967,,2016,TAMEGA FTS 2016 PHYTOTAXA
-42,-22.967,10.1080/00318884.2021.1916279,2021,"TAMEGA FTS, 2021, PHYCOLOGIA"
-42,-22.967,,2019,TUNALA LP 2019 J EXP MAR BIOL ECOL
-43.1,-22.9667,,2009,CHAVES LCT 2009 J MAR BIOL ASSOC UK
-42,-22.966667,10.3389/fmars.2021.717435,2021,"CARDOZO-FERREIRA GC, 2021, FRONT MAR SCI"
-42.016667,-22.966667,,2001,LAZOSKI C 2001 MAR BIOL
-42.029,-22.966,NA,1996,DE GUIMARAENS MA 1996 AQUAT BOT
-42.029,-22.966,NA,1999,EPIFANIO RD 1999 J CHEM ECOL-a
-42.029,-22.966,NA,2000,EPIFANIO RD 2000 J BRAZ CHEM SOC
-42.029,-22.966,NA,1998,FERREIRA CEL 1998 J EXP MAR BIOL ECOL
-42.029,-22.966,NA,1998,FERREIRA CEL 1998 J FISH BIOL
-42.029,-22.966,NA,1998,ORNELLAS AB 1998 J FISH BIOL
-43.1640139,-22.9565972,,2010,BREVES-RAMOS A 2010 J MAR BIOL ASSOC U K
-43.16333,-22.955,,2015,DE ARAUJO JC 2015 2015 IEEE/OES ACOUSTICS IN UNDERWATER GEOSCIENCES SYMPOSIUM
-43.16333,-22.955,,2018,DE SOUZA JS 2018 ESTUAR COAST SHELF SCI
-43.16333,-22.955,,2005,LIMA D 2005 J EXP MAR BIOL ECOL
-43.16333,-22.955,,2010,MANGINI A 2010 EARTH PLANET SCI LETT
-43.16333,-22.955,,2006,MENDES CLT 2006 J COAST RES
-43.16333,-22.955,,2015,MURICY G 2015 ZOOTAXA
-43.16333,-22.955,,2013,REIS AT 2013 GEOMORPHOLOGY
-43.16333,-22.955,,2017,RODRIGUES-BARRETO N 2017 LAT AM J AQUAT RES
-43.16333,-22.955,,2018,SAMPAIO FRANCO AC 2018 ESTUAR COAST SHELF SCI
-43.16333,-22.955,,2016,SEIXAS LB 2016 ECOL INDIC
-41.017,-22.95,http://dx.doi.org/10.1111/jfb.12849,2016,CORDEIRO CAMM 2016 J FISH BIOL
-42.017,-22.95,http://dx.doi.org/10.1186/s10152-017-0503-1,2018,TERNES MLF 2018 HELGOLAND MAR RES
-43.107,-22.934,http://dx.doi.org/10.1080/17451000.2015.1080370,2016,SCHWAN IDS 2016 MAR BIOL RES
-40.9002778,-22.9186111,,2014,HENRIQUES MC 2014 PHYTOTAXA-a
-43.783,-22.917,NA,2000,ERNST I 2000 SYST PARASITOL
-44.1667,-22.9167,,2012,CARDOSO RS 2012 MAR ECOL -EVOL PERSP
-41.9834,-22.8974,,2010,MANGINI A 2010 EARTH PLANET SCI LETT
-41.9834,-22.8974,,2005,ROBERTSON DR 2005 MAR ECOL -PROG SER
-41.9834,-22.8974,,2006,ROBERTSON DR 2006 MOL PHYLOGENET EVOL
-41.9834,-22.8974,,2019,SANTOS HS 2019 MAR POLLUT BULL
-41.9834,-22.8974,,2019,WITTMANN KJ 2019 EUR J TAXON
-41.982,-22.897,http://dx.doi.org/10.1017/S002531541600151X,2018,RIBEIRO B 2018 J MAR BIOL ASSOC U K
-43.38,-22.887,http://dx.doi.org/10.1590/S0073-47212008000100007,2008,MONTEIRO-NETO C 2008 IHERINGIA SER ZOOL
-43.1833,-22.8833,,2007,SOUZA DE SENA DC 2007 J EXP MAR BIOL ECOL
-44,-22.833333,10.1016/j.marenvres.2022.105559,2022,"DA SILVA AG, 2022, MAR ENVIRON RES"
-43.168,-22.825,10.3391/bir.2020.9.2.13,2020,"CORDEIRO BD, 2020, BIOINVASIONS REC"
-41.785,-22.771,10.1016/j.ocecoaman.2021.105616,2021,"CREED JC, 2021, OCEAN COASTAL MANAGE"
-42.916667,-22.766667,,2002,MOURA CARLOS WN 2002 
-42.916667,-22.766667,,2002,NEVES EG 2002 CORAL REEFS
-41.884,-22.762,http://dx.doi.org/10.1002/ece3.5095,2019,SILVA DP 2019 ECOL EVOL
-41.904,-22.756,http://dx.doi.org/10.1007/s12526-019-00938-y,2019,TAVARES MR 2019 MAR BIODIVERS
-41.9016667,-22.755,,2010,GODIVA D 2010 ESTUAR COAST SHELF SCI
-41.9016667,-22.755,,2010,LINS-DE-BARROS MM 2010 MICROB ECOL
-41.9016667,-22.755,,2013,LINS-DE-BARROS MM 2013 MICROB ECOL
-41.9017,-22.7533,,2003,DE BARROS MML 2003 BULL MAR SCI
-41.882,-22.747,http://dx.doi.org/10.1371/journal.pone.0039905,2012,TRINDADE-SILVA AE 2012 PLOS ONE
-41.883333,-22.733333,,2001,LAZOSKI C 2001 MAR BIOL
-41.866667,-22.733333,,2004,OIGMAN-PSZCZOL SS 2004 BULL MAR SCI
-41.95,-22.733333,,2009,VASCONCELOS MA 2009 BRAZ J OCEANOGR
-41.8667,-22.7333,,2006,OIGMAN-PSZCZOL SS 2006 HYDROBIOLOGIA
-42,-22.733,http://dx.doi.org/10.3391/ai.2017.12.1.03,2017,BATISTA D 2017 AQUAT INVASIONS
-41.867,-22.733,http://dx.doi.org/10.1111/j.1439-0485.2004.00018.x,2004,OIGMAN-PSZCZOL SS 2004 MAR ECOL -PUBBL STN ZOOL NAPOLI
-41.867,-22.733,http://dx.doi.org/10.1007/s00338-007-0239-5,2007,OIGMAN-PSZCZOL SS 2007 CORAL REEFS
-40.245,-22.532,,2014,"DAROCHAMIRANDA V, 2014, MARINE BIODIVERSITY RECORDS"
-41.922,-22.528,10.3390/d13060241,2021,"LOPES DA ROSA JC, 2021, DIVERSITY-BASEL"
-40,-22.5,,2010,BOUDAGHER-FADEL MK 2010 STRATIGRAPHY
-40,-22.5,,2010,CAMPOS LS 2010 ECHINODERMS DURHAM
-40,-22.5,,2010,CAMPOS LS 2010 ECHINODERMS DURHAM-a
-46.105,-22.4033333,,2014,GOY JW 2014 ZOOTAXA
-41.8333,-22.4,,2009,ARANTES RCM 2009 MAR ECOL -PROG SER
-41.8333,-22.4,,2014,ARANTES RCM 2014 DEEP-SEA RES PART II-TOP STUD OCEANOGR
-41.8333,-22.4,,2014,BUENO JF 2014 INTERPRETATION
-41.8333,-22.4,,2019,CAMARA EM 2019 MAR ENV RES
-41.8333,-22.4,,2017,DE MELLO BAEZ ALMADA GV 2017 BIOL CONSERV
-41.8333,-22.4,,2015,FIGUEIREDO MAO 2015 MAR POLLUT BULL
-41.8333,-22.4,,2010,FRENSEL R 2010 ECHINODERMS DURHAM
-41.8333,-22.4,,2019,ISACKSSON PS 2019 INT J SEDIMENT RES
-41.8333,-22.4,,2018,LOURENCO RA 2018 ARCH ENVIRON CONTAM TOXICOL
-41.8333,-22.4,,2010,MANGINI A 2010 EARTH PLANET SCI LETT
-41.8333,-22.4,,2018,SEGADILHA JL 2018 J NAT HIST
-43.55,-22.4,10.1590/0001-3765202120210520,2021,"SEIXAS LB, 2021, AN ACAD BRAS CIENC"
-41.8333,-22.4,,2012,VIVONE RJ 2012 J BRAZ CHEM SOC
-40.0666667,-22.3833333,,2014,PIRES DO 2014 DEEP-SEA RES PART II-TOP STUD OCEANOGR
-41.7,-22.383,http://dx.doi.org/10.1080/17451000.2017.1302090,2017,BAUER AB 2017 MAR BIOL RES
-40.122579,-22.38282,,2014,HAJDU E 2014 ZOOTAXA
-40.09585,-22.3781889,,2014,MIRANDA VDR 2014 ZOOTAXA
-39.893,-22.366,http://dx.doi.org/10.1186/s10152-016-0461-z,2016,CARVALHO MS 2016 HELGOLAND MAR RES
-41.3666667,-22.3333333,,2011,FAGUNDES-NETTO EB 2011 LAT AM J AQUAT RES
-41.05,-22.033,http://dx.doi.org/10.1590/S0101-81752008000400011,2008,MASI BP 2008 REV BRAS ZOOL
-41.05,-22.033,http://dx.doi.org/10.1590/S1516-89132009000300016,2009,MASI BP 2009 BRAZ ARCH BIOL TECHNOL
-30,-22,10.1007/s00338-022-02269-0,2022,"GUABIROBA HC, 2022, CORAL REEFS"
-39.977,-21.629,NA,1999,ARZ HW 1999 EARTH PLANET SCI LETT
-40.5,-21.5,http://dx.doi.org/10.1007/s40415-017-0435-7,2018,CAVALCANTE KP 2018 BRAZ J BOT
-41,-21.4833333,,2010,DOS SANTOS LN 2010 J EXP MAR BIOL ECOL
-41,-21.4833333,,2011,DOS SANTOS LN 2011 CRC MAR BIOL SER
-41,-21.4833333,,2013,"MACHADO PM, 2013, MARINE BIODIVERSITY RECORDS"
-41,-21.4833333,,2015,NEVES DOS SANTOS L 2015 J APPL ICHTHYOL
-41,-21.4833333,,2014,ZALMON LR 2014 J EXP MAR BIOL ECOL
-41,-21.483333,10.1016/j.ecss.2021.107710,2022,"DA COSTA ID, 2022, ESTUAR COAST SHELF SCI"
-41,-21.4833,,2006,BROTTO DANIEL SHIMADA 2006 
-41,-21.4833,,2006,BROTTO DS 2006 J COAST RES
-41,-21.4833,,2006,KROHLING W 2006 J COAST RES
-41,-21.4833,,2006,KROHLING WERTHER 2006 
-41,-21.483,http://dx.doi.org/10.1590/S0101-81752007000400037,2007,BROTTO DS 2007 REV BRAS ZOOL
-41,-21.483,http://dx.doi.org/10.1017/S0025315414001519,2015,DA ROCHA DF 2015 J MAR BIOL ASSOC U K
-41,-21.483,http://dx.doi.org/10.1007/s10452-015-9530-7,2015,GATTS P 2015 AQUAT ECOL
-41,-21.483,http://dx.doi.org/10.1590/S1516-89132008000100025,2008,KROHLING W 2008 BRAZ ARCH BIOL TECHNOL
-41,-21.483,http://dx.doi.org/10.1590/1676-0611-BN-2018-0620,2019,LIMA JS 2019 BIOTA NEOTROP
-41,-21.483,10.1016/j.ecss.2020.106858,2020,"LIMA JS, 2020, ESTUAR COAST SHELF SCI"
-41,-21.483,10.1016/j.ocecoaman.2020.105350,2020,"LIMA JS, 2020, OCEAN COASTAL MANAGE"
-41,-21.483,10.1111/jai.14109,2021,"LIMA JS, 2021, J APPL ICHTHYOL"
-41.03,-21.4716667,,2018,LIMA JS 2018 OCEAN COASTAL MANAGE
-41,-21.45,,2002,GODOY EAS 2002 ICES J MAR SCI
-41,-21.45,,2002,ZALMON IR 2002 ICES J MAR SCI
-41.9166667,-21.4,,2014,GATTS PV 2014 OCEAN COASTAL MANAGE
-40.502472,-21.096889,,2009,VILLAS-BOAS AB 2009 PHYCOLOGIA
-40.733,-21.067,,1998,SAZIMA 1998 AQUA
-40.3,-21.05,http://dx.doi.org/10.1371/journal.pone.0117082,2015,GHISOLFI RD 2015 PLOS ONE
-40.297,-21.049,http://dx.doi.org/10.1111/jpy.12351,2015,BAHIA RG 2015 J PHYCOL
-41,-21.033,http://dx.doi.org/10.1017/S0025315411001147,2012,ZALMON IR 2012 J MAR BIOL ASSOC U K
-40.7561,-21.0325,,2010,AMADO-FILHO GM 2010 CIENC MAR
-41,-21,,2012,DE MACEDO DIAS GT 2012 J COAST RES
-40,-21,,2015,PINHEIRO HT 2015 OCEAN COASTAL MANAGE
-40.75,-21,,2014,VILLAS-BOAS AB 2014 CRYPTOGAM ALGOL
-40.75,-21,,2014,VILLAS-BOAS AB 2014 HELGOLAND MAR RES
-40.7,-21,,2015,VILLAS-BOAS AB 2015 PHYTOTAXA
-40.75,-20.9166667,,2010,PINHEIRO HT 2010 NAT CONSERV
-40.75,-20.9166667,,2013,PINHEIRO HT 2013 J MAR BIOL ASSOC U K
-29.55,-20.85,http://dx.doi.org/10.1371/journal.pone.0198452,2018,AUED AW 2018 PLOS ONE
-40.75,-20.85,,2012,BERLANDI RM 2012 J COAST RES
-40.623,-20.834,http://dx.doi.org/10.1007/s10811-018-1678-9,2019,BRUNELLI B 2019 J APPL PHYCOL
-40.6211,-20.8339,,2009,JOYEUX JC 2009 ZOOTAXA
-40.612,-20.814,http://dx.doi.org/10.1111/jpy.12917,2019,COSTA IO 2019 J PHYCOL
-40.167,-20.75,http://dx.doi.org/10.1007/s10152-011-0264-1,2012,HENRIQUES MC 2012 HELGOLAND MAR RES
-40.4083,-20.7,,2000,HEISER 2000 AQUA
-40.383,-20.683,10.1016/j.marpolbul.2021.112371,2021,"MACIEIRA RM, 2021, MAR POLLUT BULL"
-40.386,-20.682,http://dx.doi.org/10.1111/j.1439-0426.2009.01343.x,2010,CAMILATO V 2010 J APPL ICHTHYOL
-40.367,-20.667,http://dx.doi.org/10.1046/j.1466-822X.2001.00245.x,2001,FLOETER SR 2001 GLOB ECOL BIOGEOGR
-40.033,-20.667,http://dx.doi.org/10.1017/S0025315408002968,2009,MORANDINI AC 2009 J MAR BIOL ASSOC U K
-34.8938889,-20.6138889,,2014,HENRIQUES MC 2014 PHYTOTAXA
-40.367,-20.6,NA,2000,FLOETER SR 2000 J FISH BIOL
-34.806,-20.577,http://dx.doi.org/10.1111/jpy.12351,2015,BAHIA RG 2015 J PHYCOL
-29.322,-20.524,10.3389/fmars.2021.641236,2021,"IWASA-ARAI T, 2021, FRONT MAR SCI"
-29.317,-20.517,http://dx.doi.org/10.1017/S0025315415001034,2016,LESSA R 2016 J MAR BIOL ASSOC U K
-25.3547222,-20.5036111,,2014,BAHIA RG 2014 CRYPTOGAM ALGOL
-29.333,-20.5,http://dx.doi.org/10.1590/S1679-87592016123406404,2016,BATISTA AT 2016 BRAZ J OCEANOGR
-39.893,-20.5,http://dx.doi.org/10.1186/s10152-016-0461-z,2016,CARVALHO MS 2016 HELGOLAND MAR RES
-29.317,-20.5,http://dx.doi.org/10.1186/s10152-016-0471-x,2016,DE SOUZA AS 2016 HELGOLAND MAR RES
-29.317,-20.5,http://dx.doi.org/10.1007/s10750-019-3966-z,2019,DIAS RM 2019 HYDROBIOLOGIA
-29.333,-20.5,NA,2000,FLOETER SR 2000 J FISH BIOL
-29.333,-20.5,http://dx.doi.org/10.1046/j.1466-822X.2001.00245.x,2001,FLOETER SR 2001 GLOB ECOL BIOGEOGR
-29.333,-20.5,http://dx.doi.org/10.1590/S1679-87592011000300001,2011,PEREIRA-FILHO GH 2011 BRAZ J OCEANOGR
-29.3333333,-20.5,,2011,PINHEIRO HT 2011 J FISH BIOL
-29.3333333,-20.5,,2013,PINHEIRO HT 2013 ZOOTAXA
-29.317,-20.483,http://dx.doi.org/10.1111/jfb.13482,2017,MORAIS RA 2017 J FISH BIOL
-28.8577778,-20.4680556,,2014,BAHIA RDG 2014 PHYTOTAXA
-40.2589778,-20.3814167,,2019,ANDRADES R 2019 MAR ECOL -PROG SER
-40.2589778,-20.3814167,,2007,ARAUJO JN 2007 SCI MAR
-40.2589778,-20.3814167,,2008,BARBOSA SULAMITA OLIVEIRA 2008 
-40.2589778,-20.3814167,,2009,BELDADE R 2009 MAR BIOL
-40.2589778,-20.3814167,,2008,BERNARDI G 2008 MOL PHYLOGENET EVOL
-40.2589778,-20.3814167,,2006,CHAGAS LP 2006 J MAR BIOL ASSOC U K
-40.2589778,-20.3814167,,2019,DE SOUZA AS 2019 FRONT MAR SCI
-40.2589778,-20.3814167,,2006,FLOETER SR 2006 BIOL CONSERV
-40.2589778,-20.3814167,,2007,FLOETER SR 2007 ENVIRON BIOL FISHES
-40.2589778,-20.3814167,,2001,GASPARINI 2001 AQUA
-40.2589778,-20.3814167,,2012,GIRALDES BRUNO W 2012 
-40.2589778,-20.3814167,,2011,MACIEIRA RM 2011 FISH BULL
-40.2589778,-20.3814167,,2018,PIMENTEL CR 2018 MAR ECOL -EVOL PERSP
-40.2589778,-20.3814167,,2010,RAMOS RJ 2010 BRAZ J OCEANOGR
-40.2589778,-20.3814167,,2011,SANTOS RG 2011 MAR POLLUT BULL
-40.2589778,-20.3814167,,1999,SAZIMA & GASPARINI 1999 AQUA
-40.2589778,-20.3814167,,2002,SAZIMA 2002 AQUA
-40.2589778,-20.3814167,,2011,SIMON T 2011 SCI TOTAL ENVIRON
-40.2589778,-20.3814167,,2013,SIMON T 2013 MAR ENVIRON RES
-40.2589778,-20.3814167,,2013,ZAMPROGNO GC 2013 LAT AM J AQUAT RES
-40.267,-20.35,http://dx.doi.org/10.1111/j.1365-294X.2009.04347.x,2009,NUNES F 2009 MOL ECOL
-40.333333,-20.316667,,2004,JOYEUX JC 2004 J PLANKTON RES
-40.283,-20.267,10.1016/j.envpol.2020.114918,2020,"SANTOS RG, 2020, ENVIRON POLLUT"
-40.033,-20.167,http://dx.doi.org/10.1111/j.1440-1835.2010.00599.x,2011,BAHIA RG 2011 PHYCOL RES
-30,-20,,2018,ANDRADES R 2018 J APPL ICHTHYOL
-30,-20,,2018,ANGULO RJ 2018 J SOUTH AM EARTH SCI
-30,-20,,2016,ANKER A 2016 ZOOTAXA
-35,-20,,2015,BAHIA RG 2015 PHYTOTAXA
-30,-20,,2016,BARROSO CX 2016 J MOLLUSCAN STUD
-40,-20,,2018,BOURGUIGNON SN 2018 GEOSCIENCES
-30,-20,,2003,CARLIN JL 2003 MAR BIOL
-30,-20,,2012,COELHO FN 2012 NEOTROP ICHTHYOL
-30,-20,,2012,COIMBRA JC 2012 REV BRAS PALEONTOL
-35,-20,,2011,DE ALBUQUERQUE CQ 2011 BRAZ J OCEANOGR
-40,-20,,2019,FRANCINI-FILHO RB 2019 SCI TOTAL ENVIRON
-30,-20,,2001,GASPARINI JL 2001 J NAT HIST
-30,-20,,2018,GIGLIO VJ 2018 MAR BIODIVERS
-30,-20,,2018,GIGLIO VJ 2018 MAR POL
-30,-20,10.1016/j.ocecoaman.2020.105194,2020,"GUABIROBA HC, 2020, OCEAN COASTAL MANAGE"
-30,-20,,2004,GUIMARAES RZP 2004 ZOOTAXA
-30,-20,,2010,GUIMARAES RZP 2010 ZOOTAXA
-40,-20,,2020,HOLZ VL 2020 DIVERSITY-BASEL
-35,-20,,1991,LEAL JH 1991 J MAR BIOL ASSOC U K
-30,-20,,2020,LIEDKE ANA MR 2020 
-40,-20,,2020,MACHOVSKY-CAPUSKA GE 2020 MAR POLLUT BULL
