Paper_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
AMARAL 1997 ICRS8,0.024096386,0.024096386,0.060240964,0.024096386,0.024096386,0.024096386,0.024096386,0.024096386,0.036144578,0.024096386,0.036144578,0.024096386,0.036144578,0.024096386,0.084337349,0.024096386,0.024096386,0.21686747,0.024096386,0.036144578,0.072289157,0.024096386,0.024096386,0.024096386,0.036144578
AMARAL 2000 ICRS9,0.019047619,0.057142857,0.028571429,0.028571429,0.076190476,0.028571429,0.028571429,0.057142857,0.019047619,0.019047619,0.019047619,0.152380952,0.019047619,0.019047619,0.019047619,0.019047619,0.047619048,0.142857143,0.019047619,0.047619048,0.038095238,0.019047619,0.019047619,0.038095238,0.019047619
AMARAL ACZ 2005 CONSERV BIOL,0.044198895,0.011049724,0.022099448,0.027624309,0.138121547,0.022099448,0.044198895,0.033149171,0.016574586,0.033149171,0.016574586,0.055248619,0.033149171,0.016574586,0.011049724,0.049723757,0.044198895,0.016574586,0.165745856,0.022099448,0.022099448,0.016574586,0.011049724,0.116022099,0.011049724
AMARAL FD 1994 CORAL REEFS,0.03875969,0.046511628,0.093023256,0.046511628,0.054263566,0.023255814,0.023255814,0.031007752,0.015503876,0.062015504,0.023255814,0.015503876,0.07751938,0.085271318,0.031007752,0.062015504,0.03875969,0.100775194,0.015503876,0.023255814,0.023255814,0.015503876,0.015503876,0.015503876,0.023255814
AMARAL FD 2002 PROC BIOL SOC WASH,0.015873016,0.031746032,0.103174603,0.015873016,0.023809524,0.015873016,0.015873016,0.087301587,0.015873016,0.047619048,0.023809524,0.031746032,0.031746032,0.031746032,0.047619048,0.015873016,0.031746032,0.253968254,0.023809524,0.03968254,0.031746032,0.015873016,0.015873016,0.015873016,0.015873016
AMARAL FERNANDA DUARTE 2007 ,0.028037383,0.018691589,0.028037383,0.018691589,0.074766355,0.018691589,0.046728972,0.037383178,0.018691589,0.018691589,0.028037383,0.028037383,0.028037383,0.018691589,0.018691589,0.046728972,0.074766355,0.205607477,0.046728972,0.046728972,0.028037383,0.028037383,0.028037383,0.028037383,0.037383178
AMARAL FERNANDA DUARTE 2007 -a,0.024390244,0.048780488,0.097560976,0.024390244,0.048780488,0.024390244,0.024390244,0.016260163,0.024390244,0.016260163,0.016260163,0.024390244,0.024390244,0.056910569,0.073170732,0.016260163,0.089430894,0.130081301,0.024390244,0.056910569,0.040650407,0.016260163,0.016260163,0.016260163,0.048780488
AMARAL FERNANDA MARIA DUARTE DO 2014 ,0.094827586,0.017241379,0.017241379,0.017241379,0.017241379,0.043103448,0.034482759,0.043103448,0.043103448,0.025862069,0.017241379,0.025862069,0.017241379,0.034482759,0.017241379,0.034482759,0.094827586,0.051724138,0.232758621,0.017241379,0.017241379,0.017241379,0.017241379,0.025862069,0.025862069
AMARAL FMD 2006 ARQ CIENC MAR,0.015873016,0.023809524,0.031746032,0.023809524,0.031746032,0.015873016,0.031746032,0.03968254,0.015873016,0.023809524,0.015873016,0.063492063,0.015873016,0.031746032,0.015873016,0.031746032,0.071428571,0.30952381,0.015873016,0.015873016,0.031746032,0.03968254,0.055555556,0.015873016,0.015873016
AMARAL FMD 2008 ZOOTAXA,0.039370079,0.031496063,0.094488189,0.015748031,0.039370079,0.015748031,0.031496063,0.031496063,0.023622047,0.031496063,0.015748031,0.031496063,0.015748031,0.015748031,0.023622047,0.047244094,0.047244094,0.299212598,0.023622047,0.023622047,0.023622047,0.023622047,0.023622047,0.015748031,0.015748031
AMARAL FMD 2009 CAH BIOL MAR,0.02238806,0.02238806,0.059701493,0.02238806,0.067164179,0.02238806,0.02238806,0.052238806,0.02238806,0.044776119,0.02238806,0.074626866,0.052238806,0.037313433,0.029850746,0.059701493,0.037313433,0.194029851,0.029850746,0.02238806,0.014925373,0.014925373,0.02238806,0.014925373,0.014925373
"AMBROSIO BG, 2022, CONT SHELF RES",0.008298755,0.012448133,0.01659751,0.041493776,0.008298755,0.008298755,0.012448133,0.008298755,0.008298755,0.261410788,0.008298755,0.078838174,0.024896266,0.095435685,0.008298755,0.020746888,0.01659751,0.012448133,0.01659751,0.024896266,0.01659751,0.008298755,0.058091286,0.01659751,0.20746888
AMORIM KDJ 2017 GENET MOL RES,0.032608696,0.010869565,0.016304348,0.010869565,0.032608696,0.076086957,0.02173913,0.076086957,0.02173913,0.027173913,0.010869565,0.081521739,0.016304348,0.032608696,0.326086957,0.016304348,0.027173913,0.010869565,0.016304348,0.076086957,0.010869565,0.016304348,0.010869565,0.010869565,0.010869565
ANDERSON 2017 AQUA,0.043010753,0.021505376,0.139784946,0.021505376,0.043010753,0.032258065,0.021505376,0.032258065,0.064516129,0.021505376,0.021505376,0.139784946,0.021505376,0.021505376,0.043010753,0.032258065,0.064516129,0.021505376,0.043010753,0.021505376,0.021505376,0.032258065,0.021505376,0.021505376,0.032258065
ANDERSON AB 2014 MAR ECOL -PROG SER,0.031446541,0.018867925,0.012578616,0.012578616,0.050314465,0.031446541,0.044025157,0.012578616,0.044025157,0.012578616,0.100628931,0.018867925,0.037735849,0.025157233,0.012578616,0.012578616,0.037735849,0.018867925,0.150943396,0.018867925,0.012578616,0.018867925,0.018867925,0.20754717,0.037735849
ANDERSON AB 2015 CHECKLIST,0.018348624,0.055045872,0.018348624,0.018348624,0.110091743,0.082568807,0.018348624,0.018348624,0.027522936,0.036697248,0.082568807,0.064220183,0.018348624,0.018348624,0.036697248,0.018348624,0.027522936,0.018348624,0.018348624,0.165137615,0.027522936,0.018348624,0.027522936,0.018348624,0.036697248
ANDERSON AB 2017 J FISH BIOL,0.023668639,0.017751479,0.035502959,0.01183432,0.041420118,0.065088757,0.01183432,0.088757396,0.029585799,0.023668639,0.023668639,0.047337278,0.023668639,0.053254438,0.213017751,0.017751479,0.01183432,0.017751479,0.017751479,0.017751479,0.029585799,0.124260355,0.017751479,0.017751479,0.017751479
ANDERSON AB 2019 MAR BIODIVERS,0.014634146,0.029268293,0.009756098,0.019512195,0.063414634,0.097560976,0.03902439,0.014634146,0.082926829,0.019512195,0.097560976,0.009756098,0.024390244,0.019512195,0.009756098,0.024390244,0.014634146,0.019512195,0.190243902,0.043902439,0.014634146,0.029268293,0.009756098,0.092682927,0.009756098
"ANDERSON AB, 2020, J FISH BIOL",0.016949153,0.028248588,0.016949153,0.016949153,0.011299435,0.011299435,0.011299435,0.02259887,0.016949153,0.028248588,0.225988701,0.02259887,0.02259887,0.056497175,0.050847458,0.011299435,0.050847458,0.011299435,0.15819209,0.06779661,0.016949153,0.056497175,0.016949153,0.039548023,0.011299435
"ANDERSON AB, 2020, J FISH BIOL-a",0.032258065,0.016129032,0.010752688,0.010752688,0.075268817,0.043010753,0.010752688,0.037634409,0.048387097,0.010752688,0.016129032,0.053763441,0.016129032,0.016129032,0.091397849,0.02688172,0.016129032,0.010752688,0.043010753,0.209677419,0.010752688,0.123655914,0.032258065,0.010752688,0.02688172
"ANDERSON AB, 2021, MAR ENVIRON RES",0.065868263,0.02994012,0.011976048,0.065868263,0.017964072,0.017964072,0.011976048,0.011976048,0.077844311,0.035928144,0.017964072,0.017964072,0.023952096,0.011976048,0.02994012,0.023952096,0.011976048,0.023952096,0.071856287,0.19760479,0.011976048,0.035928144,0.077844311,0.077844311,0.017964072
ANDRADE A 2004 AQUA,0.033333333,0.044444444,0.022222222,0.022222222,0.088888889,0.022222222,0.033333333,0.022222222,0.033333333,0.033333333,0.022222222,0.022222222,0.022222222,0.022222222,0.022222222,0.144444444,0.033333333,0.033333333,0.022222222,0.055555556,0.022222222,0.022222222,0.022222222,0.066666667,0.111111111
ANDRADE ACS 2003 AN ACAD BRAS CIENC,0.044247788,0.044247788,0.017699115,0.017699115,0.017699115,0.017699115,0.017699115,0.026548673,0.017699115,0.10619469,0.017699115,0.017699115,0.017699115,0.017699115,0.07079646,0.026548673,0.088495575,0.017699115,0.017699115,0.03539823,0.03539823,0.017699115,0.026548673,0.017699115,0.247787611
"ANDRADE BRAGA MD, 2021, MAR POLLUT BULL",0.236220472,0.015748031,0.023622047,0.039370079,0.023622047,0.015748031,0.023622047,0.015748031,0.015748031,0.023622047,0.023622047,0.023622047,0.023622047,0.015748031,0.023622047,0.023622047,0.039370079,0.062992126,0.039370079,0.023622047,0.015748031,0.149606299,0.023622047,0.015748031,0.062992126
ANDRADE LS 2014 BRAZ J BIOL,0.017857143,0.06547619,0.023809524,0.029761905,0.035714286,0.011904762,0.053571429,0.023809524,0.136904762,0.107142857,0.029761905,0.011904762,0.142857143,0.017857143,0.011904762,0.029761905,0.017857143,0.017857143,0.011904762,0.047619048,0.017857143,0.05952381,0.011904762,0.017857143,0.047619048
ANDRADE MA 2022 ICRS,0.078431373,0.039215686,0.013071895,0.058823529,0.032679739,0.013071895,0.039215686,0.098039216,0.013071895,0.013071895,0.032679739,0.013071895,0.052287582,0.045751634,0.013071895,0.196078431,0.013071895,0.019607843,0.045751634,0.013071895,0.032679739,0.032679739,0.065359477,0.013071895,0.013071895
ANDRADES R 2018 J APPL ICHTHYOL,0.030612245,0.091836735,0.020408163,0.020408163,0.020408163,0.051020408,0.040816327,0.051020408,0.020408163,0.020408163,0.071428571,0.183673469,0.040816327,0.020408163,0.020408163,0.020408163,0.020408163,0.020408163,0.040816327,0.040816327,0.06122449,0.020408163,0.020408163,0.020408163,0.030612245
ANDRADES R 2018 SCI REP,0.068571429,0.017142857,0.022857143,0.017142857,0.011428571,0.017142857,0.108571429,0.062857143,0.04,0.045714286,0.08,0.12,0.017142857,0.04,0.017142857,0.022857143,0.011428571,0.017142857,0.045714286,0.045714286,0.017142857,0.051428571,0.04,0.022857143,0.04
ANDRADES R 2019 ECOL INDIC,0.038277512,0.014354067,0.009569378,0.009569378,0.009569378,0.009569378,0.114832536,0.009569378,0.124401914,0.019138756,0.023923445,0.138755981,0.014354067,0.100478469,0.062200957,0.009569378,0.009569378,0.009569378,0.023923445,0.090909091,0.038277512,0.071770335,0.014354067,0.019138756,0.014354067
ANDRADES R 2019 MAR ECOL -PROG SER,0.016216216,0.043243243,0.021621622,0.037837838,0.016216216,0.037837838,0.135135135,0.010810811,0.351351351,0.021621622,0.021621622,0.016216216,0.016216216,0.010810811,0.021621622,0.027027027,0.027027027,0.010810811,0.027027027,0.048648649,0.010810811,0.021621622,0.010810811,0.021621622,0.016216216
